SEASON YEAR,BLOCK,WEEK,Number of Negative Pools,Number of Positive Pools
2023,3XX W 104TH ST,32,0,1
2023,3XX W 104TH ST,34,1,0
2023,3XX W 104TH ST,35,1,0
2023,3XX W 104TH ST,36,0,1
2023,3XX W 104TH ST,37,1,0
2023,3XX W 104TH ST,38,1,0
2023,3XX W 104TH ST,39,1,0
2023,41XX N OAK PARK AVE,23,1,0
2023,41XX N OAK PARK AVE,24,1,0
2023,41XX N OAK PARK AVE,25,1,0
2023,41XX N OAK PARK AVE,26,1,0
2023,41XX N OAK PARK AVE,28,1,0
2023,41XX N OAK PARK AVE,29,1,0
2023,41XX N OAK PARK AVE,30,1,0
2023,41XX N OAK PARK AVE,31,1,1
2023,41XX N OAK PARK AVE,34,0,1
2023,41XX N OAK PARK AVE,35,1,0
2023,41XX N OAK PARK AVE,36,1,3
2023,41XX N OAK PARK AVE,37,1,0
2023,41XX N OAK PARK AVE,38,2,0
2023,42XX W 65TH ST,23,1,0
2023,42XX W 65TH ST,24,1,0
2023,42XX W 65TH ST,25,1,0
2023,42XX W 65TH ST,26,1,0
2023,42XX W 65TH ST,27,1,0
2023,42XX W 65TH ST,29,1,0
2023,42XX W 65TH ST,30,1,0
2023,42XX W 65TH ST,31,1,1
2023,42XX W 65TH ST,32,0,2
2023,42XX W 65TH ST,33,1,0
2023,42XX W 65TH ST,34,0,1
2023,42XX W 65TH ST,35,0,1
2023,42XX W 65TH ST,37,1,0
2023,42XX W 65TH ST,38,1,0
2023,42XX W 65TH ST,39,1,0
2023,45XX N CAMPBELL AVE,25,1,0
2023,45XX N CAMPBELL AVE,26,1,0
2023,45XX N CAMPBELL AVE,27,1,0
2023,45XX N CAMPBELL AVE,28,1,0
2023,45XX N CAMPBELL AVE,29,1,0
2023,45XX N CAMPBELL AVE,30,1,0
2023,45XX N CAMPBELL AVE,31,1,0
2023,45XX N CAMPBELL AVE,34,1,0
2023,45XX N CAMPBELL AVE,35,1,0
2023,45XX N CAMPBELL AVE,36,1,0
2023,45XX N CAMPBELL AVE,37,1,0
2023,45XX N CAMPBELL AVE,38,1,0
2023,45XX N CAMPBELL AVE,39,1,0
2023,46XX N MILWAUKEE AVE,25,1,0
2023,46XX N MILWAUKEE AVE,26,2,0
2023,46XX N MILWAUKEE AVE,27,1,0
2023,46XX N MILWAUKEE AVE,28,1,0
2023,46XX N MILWAUKEE AVE,29,1,0
2023,46XX N MILWAUKEE AVE,31,1,0
2023,46XX N MILWAUKEE AVE,32,0,1
2023,46XX N MILWAUKEE AVE,33,1,0
2023,46XX N MILWAUKEE AVE,34,1,0
2023,46XX N MILWAUKEE AVE,35,1,0
2023,46XX N MILWAUKEE AVE,36,1,0
2023,46XX N MILWAUKEE AVE,37,1,0
2023,46XX N MILWAUKEE AVE,38,1,0
2023,46XX N MILWAUKEE AVE,39,1,0
2023,48XX W MONTANA ST,23,1,0
2023,48XX W MONTANA ST,24,1,0
2023,48XX W MONTANA ST,25,1,0
2023,48XX W MONTANA ST,27,1,0
2023,48XX W MONTANA ST,30,1,0
2023,48XX W MONTANA ST,31,1,0
2023,48XX W MONTANA ST,32,1,0
2023,48XX W MONTANA ST,34,1,0
2023,48XX W MONTANA ST,35,1,0
2023,48XX W MONTANA ST,36,1,0
2023,48XX W MONTANA ST,39,1,0
2023,4XX E 130TH ST,24,3,0
2023,4XX E 130TH ST,25,2,0
2023,4XX E 130TH ST,26,1,0
2023,4XX E 130TH ST,27,1,0
2023,4XX E 130TH ST,28,1,0
2023,4XX E 130TH ST,34,1,1
2023,4XX E 130TH ST,35,1,1
2023,4XX E 130TH ST,36,1,0
2023,4XX E 130TH ST,37,1,0
2023,4XX E 130TH ST,38,1,0
2023,4XX E 130TH ST,39,1,0
2023,4XX W 127TH,31,1,0
2023,4XX W 127TH,32,1,3
2023,4XX W 127TH,33,0,2
2023,4XX W 127TH,34,1,0
2023,4XX W 127TH,35,1,0
2023,4XX W 127TH,36,1,0
2023,4XX W 127TH,37,1,0
2023,4XX W 127TH,38,1,0
2023,4XX W 127TH,39,1,0
2023,50XX S UNION AVE,25,1,0
2023,50XX S UNION AVE,26,1,0
2023,50XX S UNION AVE,27,1,0
2023,50XX S UNION AVE,28,0,1
2023,50XX S UNION AVE,29,1,0
2023,50XX S UNION AVE,30,1,0
2023,50XX S UNION AVE,31,0,1
2023,50XX S UNION AVE,35,1,0
2023,50XX S UNION AVE,38,1,0
2023,51XX N MONT CLARE AVE,25,1,0
2023,51XX N MONT CLARE AVE,26,1,0
2023,51XX N MONT CLARE AVE,27,1,0
2023,51XX N MONT CLARE AVE,28,1,0
2023,51XX N MONT CLARE AVE,29,1,0
2023,51XX N MONT CLARE AVE,31,1,0
2023,51XX N MONT CLARE AVE,34,0,2
2023,51XX N MONT CLARE AVE,35,0,1
2023,51XX N MONT CLARE AVE,36,0,1
2023,51XX N MONT CLARE AVE,37,2,0
2023,51XX N MONT CLARE AVE,38,1,0
2023,51XX N MONT CLARE AVE,39,2,0
2023,52XX S KOLMAR AVE,23,0,1
2023,52XX S KOLMAR AVE,24,2,0
2023,52XX S KOLMAR AVE,25,1,0
2023,52XX S KOLMAR AVE,26,1,0
2023,52XX S KOLMAR AVE,27,2,0
2023,52XX S KOLMAR AVE,28,1,0
2023,52XX S KOLMAR AVE,29,1,1
2023,52XX S KOLMAR AVE,30,3,1
2023,52XX S KOLMAR AVE,31,2,0
2023,52XX S KOLMAR AVE,32,1,0
2023,52XX S KOLMAR AVE,33,0,1
2023,52XX S KOLMAR AVE,34,2,1
2023,52XX S KOLMAR AVE,35,1,0
2023,52XX S KOLMAR AVE,36,1,0
2023,52XX S KOLMAR AVE,37,1,0
2023,52XX S KOLMAR AVE,38,1,0
2023,52XX S KOLMAR AVE,39,1,0
2023,52XX W 63RD ST,23,1,0
2023,52XX W 63RD ST,24,1,0
2023,52XX W 63RD ST,25,1,0
2023,52XX W 63RD ST,26,1,0
2023,52XX W 63RD ST,28,1,0
2023,52XX W 63RD ST,29,1,0
2023,52XX W 63RD ST,30,1,0
2023,52XX W 63RD ST,31,0,1
2023,52XX W 63RD ST,32,1,0
2023,52XX W 63RD ST,33,1,0
2023,52XX W 63RD ST,34,1,0
2023,52XX W 63RD ST,35,1,0
2023,52XX W 63RD ST,37,1,0
2023,52XX W 63RD ST,38,1,0
2023,55XX S NARRAGANSETT AVE,24,2,0
2023,55XX S NARRAGANSETT AVE,26,1,0
2023,55XX S NARRAGANSETT AVE,28,1,0
2023,55XX S NARRAGANSETT AVE,29,0,1
2023,55XX S NARRAGANSETT AVE,30,1,0
2023,55XX S NARRAGANSETT AVE,31,1,0
2023,55XX S NARRAGANSETT AVE,32,0,1
2023,55XX S NARRAGANSETT AVE,35,1,0
2023,55XX S NARRAGANSETT AVE,37,1,0
2023,55XX S NARRAGANSETT AVE,38,1,0
2023,55XX S NARRAGANSETT AVE,39,1,0
2023,58XX N PULASKI RD,23,1,0
2023,58XX N PULASKI RD,25,1,0
2023,58XX N PULASKI RD,27,1,0
2023,58XX N PULASKI RD,28,1,0
2023,58XX N PULASKI RD,29,1,0
2023,58XX N PULASKI RD,30,1,0
2023,58XX N PULASKI RD,31,0,1
2023,58XX N PULASKI RD,32,0,1
2023,58XX N PULASKI RD,33,1,0
2023,58XX N PULASKI RD,34,1,0
2023,58XX N PULASKI RD,35,1,0
2023,58XX N PULASKI RD,36,0,1
2023,58XX N PULASKI RD,38,1,0
2023,58XX N PULASKI RD,39,1,0
2023,58XX N RIDGE AVE,23,1,0
2023,58XX N RIDGE AVE,24,2,0
2023,58XX N RIDGE AVE,25,1,0
2023,58XX N RIDGE AVE,28,1,0
2023,58XX N RIDGE AVE,29,1,0
2023,58XX N RIDGE AVE,30,0,1
2023,58XX N RIDGE AVE,31,1,0
2023,58XX N RIDGE AVE,32,0,2
2023,58XX N RIDGE AVE,33,1,0
2023,58XX N RIDGE AVE,34,1,1
2023,58XX N RIDGE AVE,35,0,1
2023,58XX N RIDGE AVE,36,1,1
2023,58XX N RIDGE AVE,37,1,0
2023,58XX N RIDGE AVE,38,2,0
2023,58XX N WESTERN AVE,23,1,0
2023,58XX N WESTERN AVE,24,1,0
2023,58XX N WESTERN AVE,25,1,0
2023,58XX N WESTERN AVE,26,1,0
2023,58XX N WESTERN AVE,27,1,0
2023,58XX N WESTERN AVE,28,2,0
2023,58XX N WESTERN AVE,29,2,1
2023,58XX N WESTERN AVE,30,3,1
2023,58XX N WESTERN AVE,33,1,0
2023,58XX N WESTERN AVE,34,0,1
2023,58XX N WESTERN AVE,35,0,1
2023,58XX N WESTERN AVE,37,0,1
2023,58XX N WESTERN AVE,38,1,1
2023,58XX N WESTERN AVE,39,1,0
2023,5XX S CENTRAL AVE,24,1,0
2023,5XX S CENTRAL AVE,28,1,0
2023,5XX S CENTRAL AVE,29,1,0
2023,5XX S CENTRAL AVE,32,1,0
2023,5XX S CENTRAL AVE,34,1,0
2023,5XX S CENTRAL AVE,36,1,0
2023,5XX S CENTRAL AVE,37,1,0
2023,5XX S CENTRAL AVE,38,1,0
2023,5XX S CENTRAL AVE,39,1,0
2023,5XX W 72ND ST,23,1,0
2023,5XX W 72ND ST,24,1,0
2023,5XX W 72ND ST,25,1,0
2023,5XX W 72ND ST,27,1,0
2023,5XX W 72ND ST,28,1,0
2023,5XX W 72ND ST,29,1,0
2023,5XX W 72ND ST,30,1,0
2023,5XX W 72ND ST,31,1,0
2023,5XX W 72ND ST,33,0,1
2023,5XX W 72ND ST,34,1,0
2023,5XX W 72ND ST,35,1,0
2023,5XX W 72ND ST,36,1,0
2023,5XX W 72ND ST,37,1,0
2023,5XX W 72ND ST,38,1,0
2023,5XX W 72ND ST,39,1,0
2023,61XX N LEMONT AVE,23,2,0
2023,61XX N LEMONT AVE,24,2,0
2023,61XX N LEMONT AVE,25,1,0
2023,61XX N LEMONT AVE,26,1,0
2023,61XX N LEMONT AVE,27,1,0
2023,61XX N LEMONT AVE,28,1,0
2023,61XX N LEMONT AVE,30,0,1
2023,61XX N LEMONT AVE,31,0,1
2023,61XX N LEMONT AVE,32,0,2
2023,61XX N LEMONT AVE,33,0,1
2023,61XX N LEMONT AVE,34,0,1
2023,61XX N LEMONT AVE,35,0,1
2023,61XX N LEMONT AVE,36,0,1
2023,61XX N LEMONT AVE,37,0,1
2023,61XX N LEMONT AVE,38,1,0
2023,61XX N LEMONT AVE,39,0,1
2023,61XX W FULLERTON AVE,24,1,0
2023,61XX W FULLERTON AVE,25,1,0
2023,61XX W FULLERTON AVE,26,1,0
2023,61XX W FULLERTON AVE,27,1,0
2023,61XX W FULLERTON AVE,28,0,1
2023,61XX W FULLERTON AVE,29,2,1
2023,61XX W FULLERTON AVE,30,0,1
2023,61XX W FULLERTON AVE,32,1,1
2023,61XX W FULLERTON AVE,33,0,1
2023,61XX W FULLERTON AVE,34,1,1
2023,61XX W FULLERTON AVE,35,1,0
2023,61XX W FULLERTON AVE,36,1,1
2023,61XX W FULLERTON AVE,37,2,1
2023,61XX W FULLERTON AVE,38,1,0
2023,61XX W FULLERTON AVE,39,1,0
2023,62XX N MCCLELLAN AVE,23,2,0
2023,62XX N MCCLELLAN AVE,26,1,0
2023,62XX N MCCLELLAN AVE,28,1,0
2023,62XX N MCCLELLAN AVE,34,0,1
2023,62XX N MCCLELLAN AVE,35,1,0
2023,62XX N MCCLELLAN AVE,37,0,1
2023,62XX N MCCLELLAN AVE,38,1,0
2023,62XX N MCCLELLAN AVE,39,1,0
2023,63XX W 64TH ST,25,1,0
2023,63XX W 64TH ST,28,1,0
2023,63XX W 64TH ST,29,2,0
2023,63XX W 64TH ST,30,3,2
2023,63XX W 64TH ST,31,1,0
2023,63XX W 64TH ST,32,0,2
2023,63XX W 64TH ST,33,1,0
2023,63XX W 64TH ST,34,1,0
2023,63XX W 64TH ST,35,0,1
2023,63XX W 64TH ST,36,1,0
2023,63XX W 64TH ST,38,1,0
2023,64XX S STONY ISLAND AVE,27,1,0
2023,64XX S STONY ISLAND AVE,28,1,0
2023,64XX S STONY ISLAND AVE,30,1,0
2023,64XX S STONY ISLAND AVE,32,1,0
2023,64XX S STONY ISLAND AVE,33,1,0
2023,64XX S STONY ISLAND AVE,34,1,0
2023,64XX S STONY ISLAND AVE,35,1,0
2023,64XX S STONY ISLAND AVE,37,1,0
2023,64XX S STONY ISLAND AVE,38,1,0
2023,64XX S STONY ISLAND AVE,39,1,0
2023,67XX S KEDZIE AVE,23,2,0
2023,67XX S KEDZIE AVE,24,2,0
2023,67XX S KEDZIE AVE,26,1,0
2023,67XX S KEDZIE AVE,29,1,0
2023,67XX S KEDZIE AVE,30,3,0
2023,67XX S KEDZIE AVE,31,2,0
2023,67XX S KEDZIE AVE,32,0,1
2023,67XX S KEDZIE AVE,34,1,0
2023,67XX S KEDZIE AVE,37,1,0
2023,67XX S KEDZIE AVE,38,1,0
2023,6XX E 91ST PL,24,2,0
2023,6XX E 91ST PL,25,1,0
2023,6XX E 91ST PL,26,2,0
2023,6XX E 91ST PL,27,1,0
2023,6XX E 91ST PL,29,1,0
2023,6XX E 91ST PL,30,1,0
2023,6XX E 91ST PL,31,1,0
2023,6XX E 91ST PL,32,0,1
2023,6XX E 91ST PL,33,0,1
2023,6XX E 91ST PL,34,0,1
2023,6XX E 91ST PL,35,0,1
2023,6XX E 91ST PL,36,1,0
2023,6XX E 91ST PL,37,1,0
2023,6XX E 91ST PL,38,1,0
2023,6XX E 91ST PL,39,1,0
2023,6XX W MONTROSE DR,23,1,0
2023,6XX W MONTROSE DR,25,1,0
2023,6XX W MONTROSE DR,26,1,0
2023,6XX W MONTROSE DR,30,1,0
2023,6XX W MONTROSE DR,31,1,0
2023,6XX W MONTROSE DR,33,0,1
2023,6XX W MONTROSE DR,34,0,1
2023,6XX W MONTROSE DR,35,1,0
2023,6XX W MONTROSE DR,36,1,0
2023,6XX W MONTROSE DR,37,1,0
2023,6XX W MONTROSE DR,38,1,0
2023,6XX W MONTROSE DR,39,1,0
2023,70XX N MOSELLE AVE,23,1,0
2023,70XX N MOSELLE AVE,24,2,0
2023,70XX N MOSELLE AVE,25,1,0
2023,70XX N MOSELLE AVE,28,1,0
2023,70XX N MOSELLE AVE,29,2,0
2023,70XX N MOSELLE AVE,30,1,0
2023,70XX N MOSELLE AVE,31,1,0
2023,70XX N MOSELLE AVE,32,0,2
2023,70XX N MOSELLE AVE,33,1,0
2023,70XX N MOSELLE AVE,34,1,1
2023,70XX N MOSELLE AVE,35,0,1
2023,70XX N MOSELLE AVE,36,0,2
2023,70XX N MOSELLE AVE,37,1,0
2023,70XX N MOSELLE AVE,38,1,0
2023,70XX N MOSELLE AVE,39,1,0
2023,70XX W ARMITAGE AVE,23,1,0
2023,70XX W ARMITAGE AVE,24,2,0
2023,70XX W ARMITAGE AVE,25,1,0
2023,70XX W ARMITAGE AVE,26,1,0
2023,70XX W ARMITAGE AVE,28,1,0
2023,70XX W ARMITAGE AVE,29,1,0
2023,70XX W ARMITAGE AVE,31,0,1
2023,70XX W ARMITAGE AVE,32,1,1
2023,70XX W ARMITAGE AVE,33,0,1
2023,70XX W ARMITAGE AVE,34,1,1
2023,70XX W ARMITAGE AVE,35,1,0
2023,70XX W ARMITAGE AVE,37,1,0
2023,70XX W ARMITAGE AVE,38,0,1
2023,70XX W ARMITAGE AVE,39,1,0
2023,71XX N HARLEM AVE,23,2,0
2023,71XX N HARLEM AVE,24,2,0
2023,71XX N HARLEM AVE,25,1,0
2023,71XX N HARLEM AVE,26,1,0
2023,71XX N HARLEM AVE,27,1,0
2023,71XX N HARLEM AVE,28,0,1
2023,71XX N HARLEM AVE,29,1,1
2023,71XX N HARLEM AVE,31,1,0
2023,71XX N HARLEM AVE,32,1,0
2023,71XX N HARLEM AVE,34,0,3
2023,71XX N HARLEM AVE,35,0,1
2023,71XX N HARLEM AVE,36,0,2
2023,71XX N HARLEM AVE,37,1,0
2023,71XX N HARLEM AVE,38,1,0
2023,71XX N HARLEM AVE,39,1,0
2023,71XX S SOUTH SHORE DR,23,1,0
2023,71XX S SOUTH SHORE DR,24,2,0
2023,71XX S SOUTH SHORE DR,25,1,0
2023,71XX S SOUTH SHORE DR,26,1,0
2023,71XX S SOUTH SHORE DR,27,0,1
2023,71XX S SOUTH SHORE DR,28,1,0
2023,71XX S SOUTH SHORE DR,29,1,0
2023,71XX S SOUTH SHORE DR,30,1,1
2023,71XX S SOUTH SHORE DR,32,2,1
2023,71XX S SOUTH SHORE DR,33,1,1
2023,71XX S SOUTH SHORE DR,34,2,0
2023,71XX S SOUTH SHORE DR,36,0,1
2023,71XX S SOUTH SHORE DR,37,0,1
2023,71XX S SOUTH SHORE DR,38,1,0
2023,77XX S EBERHART AVE,23,2,0
2023,77XX S EBERHART AVE,24,2,0
2023,77XX S EBERHART AVE,25,1,0
2023,77XX S EBERHART AVE,26,1,0
2023,77XX S EBERHART AVE,28,1,0
2023,77XX S EBERHART AVE,29,2,0
2023,77XX S EBERHART AVE,30,1,1
2023,77XX S EBERHART AVE,32,1,1
2023,77XX S EBERHART AVE,33,0,1
2023,77XX S EBERHART AVE,34,0,1
2023,77XX S EBERHART AVE,35,1,0
2023,77XX S EBERHART AVE,37,1,0
2023,77XX S EBERHART AVE,38,1,0
2023,77XX S EBERHART AVE,39,1,0
2023,82XX S KOSTNER AVE,23,1,0
2023,82XX S KOSTNER AVE,24,1,0
2023,82XX S KOSTNER AVE,26,2,0
2023,82XX S KOSTNER AVE,27,1,0
2023,82XX S KOSTNER AVE,28,1,0
2023,82XX S KOSTNER AVE,29,1,0
2023,82XX S KOSTNER AVE,30,1,0
2023,82XX S KOSTNER AVE,31,1,0
2023,82XX S KOSTNER AVE,32,0,1
2023,82XX S KOSTNER AVE,33,1,0
2023,89XX S CARPENTER ST,24,1,0
2023,89XX S CARPENTER ST,25,1,0
2023,89XX S CARPENTER ST,26,1,0
2023,89XX S CARPENTER ST,27,1,0
2023,89XX S CARPENTER ST,28,2,0
2023,89XX S CARPENTER ST,29,2,0
2023,89XX S CARPENTER ST,30,1,0
2023,89XX S CARPENTER ST,31,1,0
2023,89XX S CARPENTER ST,32,1,1
2023,89XX S CARPENTER ST,33,0,1
2023,89XX S CARPENTER ST,34,1,0
2023,89XX S CARPENTER ST,35,0,1
2023,89XX S CARPENTER ST,36,1,0
2023,89XX S CARPENTER ST,37,1,0
2023,89XX S CARPENTER ST,38,1,0
2023,89XX S CARPENTER ST,39,1,0
2023,89XX S MUSKEGON AVE,26,1,0
2023,89XX S MUSKEGON AVE,27,1,0
2023,89XX S MUSKEGON AVE,28,1,0
2023,89XX S MUSKEGON AVE,29,1,0
2023,89XX S MUSKEGON AVE,30,1,0
2023,89XX S MUSKEGON AVE,32,1,0
2023,89XX S MUSKEGON AVE,33,1,0
2023,89XX S MUSKEGON AVE,34,1,0
2023,89XX S MUSKEGON AVE,35,1,0
2023,89XX S MUSKEGON AVE,36,1,0
2023,89XX S MUSKEGON AVE,37,1,0
2023,89XX S MUSKEGON AVE,38,1,0
2023,89XX S MUSKEGON AVE,39,1,0
2023,91XX W HIGGINS RD,23,1,0
2023,91XX W HIGGINS RD,24,1,0
2023,91XX W HIGGINS RD,25,1,0
2023,91XX W HIGGINS RD,26,1,0
2023,91XX W HIGGINS RD,27,1,0
2023,91XX W HIGGINS RD,28,1,1
2023,91XX W HIGGINS RD,29,2,1
2023,91XX W HIGGINS RD,32,3,2
2023,91XX W HIGGINS RD,33,1,0
2023,91XX W HIGGINS RD,34,1,3
2023,91XX W HIGGINS RD,35,1,0
2023,91XX W HIGGINS RD,36,1,0
2023,91XX W HIGGINS RD,37,1,0
2023,91XX W HIGGINS RD,38,1,0
2023,91XX W HIGGINS RD,39,0,1
2023,9XX W GARFIELD BLVD,23,2,0
2023,9XX W GARFIELD BLVD,24,2,0
2023,9XX W GARFIELD BLVD,25,1,0
2023,9XX W GARFIELD BLVD,26,1,0
2023,9XX W GARFIELD BLVD,27,1,0
2023,9XX W GARFIELD BLVD,28,1,0
2023,9XX W GARFIELD BLVD,29,1,0
2023,9XX W GARFIELD BLVD,30,2,0
2023,9XX W GARFIELD BLVD,31,0,1
2023,9XX W GARFIELD BLVD,32,0,1
2023,9XX W GARFIELD BLVD,33,1,0
2023,9XX W GARFIELD BLVD,37,1,0
2023,9XX W GARFIELD BLVD,38,1,0
2023,9XX W GARFIELD BLVD,39,1,0
